CRIME,Case_Reported,Case_Refused,True_case,Adult_M,Adult_F,Age(14-17)_M,Age(14-17)_F,Under 17_M,Under 17_F,No. of Victims(Killed),No. of Victims(G.B.H),Location,Year
Other Offences,50.0,,50.0,50.0,10.0,,,,,,,AREA-L ILASHE,2014
Armed Robbery,5.0,,5.0,15.0,,,,,,,,AREA-L ILASHE,2014
Demanding With Menance,,,,,,,,,,,,AREA-L ILASHE,2014
Theft and other Stealing,140.0,5.0,135.0,140.0,50.0,,,,,,3.0,AREA-L ILASHE,2014
Burglary,10.0,,10.0,10.0,,,,,,,,AREA-L ILASHE,2014
House Breaking,7.0,,7.0,8.0,,,,,,,1.0,AREA-L ILASHE,2014
Store Breaking,4.0,,4.0,5.0,,,,,,,,AREA-L ILASHE,2014
"False Pretences, Cheating",40.0,,40.0,40.0,20.0,,,,,,2.0,AREA-L ILASHE,2014
Forgery,3.0,,3.0,4.0,,,,,,,,AREA-L ILASHE,2014
Receiving Stolen Property,3.0,,3.0,5.0,,,,,,,,AREA-L ILASHE,2014
Unlawful Possession,15.0,,15.0,30.0,2.0,,,,,,,AREA-L ILASHE,2014
Arson,2.0,,2.0,2.0,1.0,,,,,,,AREA-L ILASHE,2014
Other Offences,40.0,,40.0,40.0,10.0,,,,,,,AREA-L ILASHE,2014
Forgery of Currency Notes,,,,,,,,,,,,AREA-L ILASHE,2014
Coining Offences,,,,,,,,,,,,AREA-L ILASHE,2014
Gambling,20.0,,20.0,15.0,10.0,,,,,,,AREA-L ILASHE,2014
Breach of Public Peace,80.0,,80.0,30.0,20.0,1.0,,,,,,AREA-L ILASHE,2014
Perjury,,,,,,,,,,,,AREA-L ILASHE,2014
Bribery and Corruption,,,,,,,,,,,,AREA-L ILASHE,2014
Escape from Lawful Custody,,,,,,,,,,,,AREA-L ILASHE,2014
Other Offences,270.0,15.0,255.0,260.0,100.0,2.0,,,,,10.0,AREA-L ILASHE,2014
Offences Against Traffic Acts,2.0,,2.0,3.0,1.0,,,,,,2.0,AREA-L ILASHE,2014
Offences Against Township Acts,,,,,,,,,,,,AREA-L ILASHE,2014
Offences Against Liquor Acts,,,,,,,,,,,,AREA-L ILASHE,2014
Offences Against Dog Acts,,,,,,,,,,,,AREA-L ILASHE,2014
Offences Against Fire Arms Acts,,,,,,,,,,,,AREA-L ILASHE,2014
Narcotics,,,,,,,,,,,,AREA-L ILASHE,2014
Other Offences,,,,,,,,,,,,AREA-L ILASHE,2014
Murder,,,,,,,,,,,,AREA-M IDIMU,2014
Manslaughter,,,,,,,,,,,,AREA-M IDIMU,2014
Attempted Murder,,,,,,,,,,,,AREA-M IDIMU,2014
Suicide,,,,,,,,,,,,AREA-M IDIMU,2014
Attempted Suicide,1.0,,1.0,1.0,,,,,,,,AREA-M IDIMU,2014
Grievous Harm and Wounding,50.0,,50.0,50.0,20.0,,,,,,25.0,AREA-M IDIMU,2014
Assaults,180.0,20.0,160.0,220.0,30.0,,,,,,5.0,AREA-M IDIMU,2014
Child stealing,,,,,,,,,,,,AREA-M IDIMU,2014
Slave Dealing,,,,,,,,,,,,AREA-M IDIMU,2014
Rape and Incident Assault,4.0,,4.0,6.0,,,,,,,,AREA-M IDIMU,2014
Kidnapping,1.0,,1.0,1.0,,,,,,,,AREA-M IDIMU,2014
Unnatural Offences,,,,,,,,,,,,AREA-M IDIMU,2014
Other Offences,40.0,,40.0,30.0,15.0,,,,,,,AREA-M IDIMU,2014
Armed Robbery,5.0,,5.0,20.0,,,,,,,,AREA-M IDIMU,2014
Demanding With Menance,,,,,,,,,,,,AREA-M IDIMU,2014
Theft and other Stealing,120.0,,120.0,140.0,40.0,,,,,,2.0,AREA-M IDIMU,2014
Burglary,10.0,,10.0,10.0,,,,,,,,AREA-M IDIMU,2014
House Breaking,8.0,,8.0,9.0,,,,,,,2.0,AREA-M IDIMU,2014
Store Breaking,5.0,,5.0,7.0,,,,,,,,AREA-M IDIMU,2014
"False Pretences, Cheating",40.0,,40.0,40.0,30.0,,,,,,,AREA-M IDIMU,2014
Forgery,4.0,,4.0,5.0,1.0,,,,,,,AREA-M IDIMU,2014
Receiving Stolen Property,3.0,,3.0,5.0,2.0,,,,,,,AREA-M IDIMU,2014
Unlawful Possession,15.0,,15.0,17.0,2.0,,,,,,2.0,AREA-M IDIMU,2014
Arson,1.0,,1.0,2.0,1.0,,,,,,,AREA-M IDIMU,2014
Other Offences,30.0,,30.0,30.0,20.0,,,,,,,AREA-M IDIMU,2014
Forgery of Currency Notes,,,,,,,,,,,,AREA-M IDIMU,2014
Coining Offences,,,,,,,,,,,,AREA-M IDIMU,2014
Gambling,30.0,,30.0,30.0,15.0,,,,,,,AREA-M IDIMU,2014
Breach of Public Peace,100.0,,100.0,120.0,10.0,,,,,,2.0,AREA-M IDIMU,2014
Perjury,,,,,,,,,,,,AREA-M IDIMU,2014
Bribery and Corruption,,,,,,,,,,,,AREA-M IDIMU,2014
Escape from Lawful Custody,2.0,,2.0,2.0,,,,,,,,AREA-M IDIMU,2014
Other Offences,300.0,20.0,280.0,300.0,120.0,3.0,2.0,,,,10.0,AREA-M IDIMU,2014
Offences Against Traffic Acts,2.0,,2.0,3.0,2.0,,,,,,4.0,AREA-M IDIMU,2014
Offences Against Township Acts,,,,,,,,,,,,AREA-M IDIMU,2014
Offences Against Liquor Acts,,,,,,,,,,,,AREA-M IDIMU,2014
Offences Against Dog Acts,,,,,,,,,,,,AREA-M IDIMU,2014
Offences Against Fire Arms Acts,,,,,,,,,,,,AREA-M IDIMU,2014
Narcotics,,,,,,,,,,,,AREA-M IDIMU,2014
Other Offences,,,,,,,,,,,,AREA-M IDIMU,2014
Murder,,,,,,,,,,,,AREA-N IJEDE,2014
Manslaughter,,,,,,,,,,,,AREA-N IJEDE,2014
Attempted Murder,,,,,,,,,,,,AREA-N IJEDE,2014
Suicide,,,,,,,,,,,,AREA-N IJEDE,2014
Attempted Suicide,,,,,,,,,,,,AREA-N IJEDE,2014
Grievous Harm and Wounding,30.0,,30.0,30.0,20.0,,,,,,15.0,AREA-N IJEDE,2014
Assaults,25.0,4.0,21.0,30.0,15.0,,,,,,2.0,AREA-N IJEDE,2014
Child stealing,,,,,,,,,,,,AREA-N IJEDE,2014
Slave Dealing,,,,,,,,,,,,AREA-N IJEDE,2014
Rape and Incident Assault,1.0,,1.0,1.0,,,,,,,,AREA-N IJEDE,2014
Kidnapping,,,,,,,,,,,,AREA-N IJEDE,2014
Unnatural Offences,,,,,,,,,,,,AREA-N IJEDE,2014
Other Offences,25.0,,25.0,20.0,10.0,,,,,,,AREA-N IJEDE,2014
Armed Robbery,1.0,,1.0,2.0,,,,,,,,AREA-N IJEDE,2014
Demanding With Menance,,,,,,,,,,,,AREA-N IJEDE,2014
Theft and other Stealing,50.0,,50.0,60.0,20.0,,,,,,,AREA-N IJEDE,2014
Burglary,4.0,,4.0,4.0,,,,,,,,AREA-N IJEDE,2014
House Breaking,2.0,,2.0,2.0,,,,,,,,AREA-N IJEDE,2014
Store Breaking,1.0,,1.0,1.0,,,,,,,,AREA-N IJEDE,2014
"False Pretences, Cheating",20.0,,20.0,20.0,15.0,,,,,,,AREA-N IJEDE,2014
Forgery,1.0,,1.0,1.0,,,,,,,,AREA-N IJEDE,2014
Receiving Stolen Property,,,,,,,,,,,,AREA-N IJEDE,2014
Unlawful Possession,5.0,,5.0,7.0,,,,,,,,AREA-N IJEDE,2014
Arson,1.0,,1.0,1.0,1.0,,,,,,,AREA-N IJEDE,2014
Other Offences,20.0,,20.0,10.0,15.0,,,,,,,AREA-N IJEDE,2014
Forgery of Currency Notes,,,,,,,,,,,,AREA-N IJEDE,2014
Coining Offences,,,,,,,,,,,,AREA-N IJEDE,2014
Gambling,5.0,,5.0,5.0,5.0,,,,,,,AREA-N IJEDE,2014
Breach of Public Peace,30.0,,30.0,10.0,20.0,,,,,,,AREA-N IJEDE,2014
Perjury,,,,,,,,,,,,AREA-N IJEDE,2014
Bribery and Corruption,,,,,,,,,,,,AREA-N IJEDE,2014
Escape from Lawful Custody,,,,,,,,,,,,AREA-N IJEDE,2014
Other Offences,230.0,2.0,228.0,240.0,80.0,1.0,1.0,,,,3.0,AREA-N IJEDE,2014
Offences Against Traffic Acts,1.0,,1.0,3.0,1.0,,,,,,,AREA-N IJEDE,2014
Offences Against Township Acts,,,,,,,,,,,,AREA-N IJEDE,2014
Offences Against Liquor Acts,,,,,,,,,,,,AREA-N IJEDE,2014
Offences Against Dog Acts,,,,,,,,,,,,AREA-N IJEDE,2014
Offences Against Fire Arms Acts,,,,,,,,,,,,AREA-N IJEDE,2014
Narcotics,,,,,,,,,,,,AREA-N IJEDE,2014
Other Offences,2.0,1.0,1.0,3.0,,,,,,,,AREA-N IJEDE,2014
